,GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIO-CORREGIMIENTO-VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION_VICTIMA,TIPO_ACCIDENTE,GENERO,LESIONADO,CLINICA,CLASE_VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA,HOMICIDIOS
552,DAÑOS,2022-03-18,2022,11:45,MAÑANA,VIERNES,OBRERO,CALLE 35 CARRERA 24-48,URBANA,TECNICO,3.5316,-76.29535,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,0
553,HERIDOS,2022-03-18,2022,08:30,MAÑANA,VIERNES,URIBE,CALLE 35 CARRERA 20,URBANA,TECNICO,3.53111,-76.29158,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA,0
554,HERIDOS,2022-03-18,2022,08:30,MAÑANA,VIERNES,URIBE,CALLE 35 CARRERA 20,URBANA,TECNICO,3.53111,-76.29158,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
555,HERIDOS,2022-03-18,2022,08:30,MAÑANA,VIERNES,URIBE,CALLE 35 CARRERA 20,URBANA,TECNICO,3.53111,-76.29158,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
556,HERIDOS,2022-03-18,2022,14:20,TARDE,VIERNES,SAN CAYETANO,CARRERA 22 CALLE 39,URBANA,TECNICO,3.53491,-76.29271,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,PRADERA,PARTICULAR,NO APLICA,0
557,HERIDOS,2022-03-18,2022,14:20,TARDE,VIERNES,SAN CAYETANO,CARRERA 22 CALLE 39,URBANA,TECNICO,3.53491,-76.29271,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,FORD,PALMIRA,PARTICULAR,NO APLICA,0
558,HERIDOS,2022-03-18,2022,14:20,TARDE,VIERNES,SAN CAYETANO,CARRERA 22 CALLE 39,URBANA,TECNICO,3.53491,-76.29271,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
559,HERIDOS,2022-03-18,2022,19:00,NOCHE,VIERNES,VIA PALMIRA CORONADO ROZO,KM 4 + 600 MTS,RURAL,TECNICO,3.56912,-76.31375,HUECOS EN LA VIA,CONDUCTOR,CHOQUE ARBOL,MASCULINO,LESIONADO,PALMA,MICROBUS,CHANA,CANDELARIA,PARTICULAR,NO APLICA,0
560,HERIDOS,2022-03-18,2022,19:00,NOCHE,VIERNES,VIA PALMIRA CORONADO ROZO,KM 4 + 600 MTS,RURAL,TECNICO,3.56912,-76.31375,HUECOS EN LA VIA,ACOMPAÑANTE CONDUCTOR,CHOQUE ARBOL,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
561,HERIDOS,2022-03-18,2022,19:00,NOCHE,VIERNES,VIA PALMIRA CORONADO ROZO,KM 4 + 600 MTS,RURAL,TECNICO,3.56912,-76.31375,HUECOS EN LA VIA,ACOMPAÑANTE CONDUCTOR,CHOQUE ARBOL,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
562,HERIDOS,2022-03-18,2022,19:00,NOCHE,VIERNES,VIA PALMIRA CORONADO ROZO,KM 4 + 600 MTS,RURAL,TECNICO,3.56912,-76.31375,HUECOS EN LA VIA,ACOMPAÑANTE CONDUCTOR,CHOQUE ARBOL,MASCULINO,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
563,DAÑOS,2022-03-18,2022,20:30,NOCHE,VIERNES,SANTA RITA,CARRERA 29 CALLE 35,URBANA,TECNICO,3.53209,-76.29897,NO RESPETAR PRELACION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,0
564,DAÑOS,2022-03-18,2022,20:30,NOCHE,VIERNES,SANTA RITA,CARRERA 29 CALLE 35,URBANA,TECNICO,3.53209,-76.29897,NO RESPETAR PRELACION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,0
565,DAÑOS,2022-03-19,2022,14:47,TARDE,SABADO,ESTONIA,CALLE 42 CARRERA 32,URBANA,TECNICO,3.53836,-76.30089,ADELANTA EN ZONA PROHIBIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
566,DAÑOS,2022-03-19,2022,14:47,TARDE,SABADO,ESTONIA,CALLE 42 CARRERA 32,URBANA,TECNICO,3.53836,-76.30089,ADELANTA EN ZONA PROHIBIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA,0
567,DAÑOS,2022-03-19,2022,16:02,TARDE,SABADO,LOS PINOS,CALLE 42 CARRERA 21-59,URBANA,TECNICO,3.53709,-76.29161,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,0
568,DAÑOS,2022-03-19,2022,16:02,TARDE,SABADO,LOS PINOS,CALLE 42 CARRERA 21-59,URBANA,TECNICO,3.53709,-76.29161,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA,0
569,DAÑOS,2022-03-19,2022,16:50,TARDE,SABADO,SANTA ISABEL,CARRERA 28 CALLE 44-205,URBANA,TECNICO,3.53952,-76.29709,SUBIR SE AL ANDEN ZONA PEATONAL,NO APLICA,CHOQUE BARANDA,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,ENVIGADO,PARTICULAR,NO APLICA,0
570,HERIDOS,2022-03-19,2022,19:50,NOCHE,SABADO,VIA PALMIRA TABLONES,KM 12,RURAL,TECNICO,3.3537,-76.1214,MANIOBRAR EN RETROCESO EN LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,VOLKSWAGEN,CALI,PARTICULAR,NO APLICA,0
571,HERIDOS,2022-03-19,2022,19:50,NOCHE,SABADO,VIA PALMIRA TABLONES,KM 12,RURAL,TECNICO,3.3537,-76.1214,MANIOBRAR EN RETROCESO EN LA VIA,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,JIALING,CALI,PARTICULAR,NO APLICA,0
572,HERIDOS,2022-03-19,2022,19:50,NOCHE,SABADO,VIA PALMIRA TABLONES,KM 12,RURAL,TECNICO,3.3537,-76.1214,MANIOBRAR EN RETROCESO EN LA VIA,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
573,HERIDOS,2022-03-20,2022,02:10,MADRUGADA,DOMINGO,VERSALLES,CARRERA 28 CALLE 42,URBANA,TECNICO,3.53807,-76.29738,INVADIR LINEA CONTINUA,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,BAJAJ,MADRID,PARTICULAR,NO APLICA,0
574,HERIDOS,2022-03-20,2022,02:10,MADRUGADA,DOMINGO,VERSALLES,CARRERA 28 CALLE 42,URBANA,TECNICO,3.53807,-76.29738,INVADIR LINEA CONTINUA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,0
575,DAÑOS,2022-03-20,2022,19:25,NOCHE,DOMINGO,CENTRO,CALLE 29 CARRERA 32-20,URBANA,TECNICO,3.52666,-76.30305,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,FORD,ARMENIA,PARTICULAR,NO APLICA,0
576,DAÑOS,2022-03-20,2022,19:25,NOCHE,DOMINGO,CENTRO,CALLE 29 CARRERA 32-20,URBANA,TECNICO,3.52666,-76.30305,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,BUS,CHEVROLET,PALMIRA,PUBLICO,LINEAS DEL VALLE,0
577,HERIDOS,2022-03-20,2022,21:10,NOCHE,DOMINGO,CENTRO,CALLE 32 CARRERA 26,URBANA,TECNICO,3.52845,-76.29697,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA,0
578,HERIDOS,2022-03-20,2022,21:10,NOCHE,DOMINGO,CENTRO,CALLE 32 CARRERA 26,URBANA,TECNICO,3.52845,-76.29697,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,HONDA,CARTAGO,PARTICULAR,NO APLICA,0
579,HERIDOS,2022-03-20,2022,21:10,NOCHE,DOMINGO,CENTRO,CALLE 32 CARRERA 26,URBANA,TECNICO,3.52845,-76.29697,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
580,HERIDOS,2022-03-20,2022,22:00,NOCHE,DOMINGO,LA EMILIA,CARRERA 35 TRANSVERSAL 37,URBANA,TECNICO,3.53489,-76.30589,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,NO APLICA,0
581,HERIDOS,2022-03-20,2022,22:00,NOCHE,DOMINGO,LA EMILIA,CARRERA 35 TRANSVERSAL 37,URBANA,TECNICO,3.53489,-76.30589,NO ESTAR PENDIENTE DE LA VIA,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,RAUL,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA,0
582,HERIDOS,2022-03-20,2022,22:00,NOCHE,DOMINGO,LA EMILIA,CARRERA 35 TRANSVERSAL 37,URBANA,TECNICO,3.53489,-76.30589,NO ESTAR PENDIENTE DE LA VIA,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
583,HERIDOS,2022-03-20,2022,20:00,NOCHE,DOMINGO,SANTA MARIA DEL PALMAR,CALLE 44 CARRERA 8-9,URBANA,TECNICO,3.53996,-76.28304,HUECOS EN LA VIA,MOTOCICLISTA,VOLCAMIENTO,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA,0
584,HERIDOS,2022-03-20,2022,20:00,NOCHE,DOMINGO,SANTA MARIA DEL PALMAR,CALLE 44 CARRERA 8-9,URBANA,TECNICO,3.53996,-76.28304,HUECOS EN LA VIA,ACOMPAÑANTE MOTOCICLISTA,VOLCAMIENTO,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
585,HERIDOS,2022-03-21,2022,14:30,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 45A,URBANA,TECNICO,3.52965,-76.31525,GIRAR BRUSCAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
586,HERIDOS,2022-03-21,2022,14:30,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 45A,URBANA,TECNICO,3.52965,-76.31525,GIRAR BRUSCAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,SUZUKI,PRADERA,PARTICULAR,NO APLICA,0
587,HERIDOS,2022-03-21,2022,14:30,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 45A,URBANA,TECNICO,3.52965,-76.31525,GIRAR BRUSCAMENTE,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,IPS POSITIVA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
588,HERIDOS,2022-03-21,2022,14:30,TARDE,LUNES,CORONADO,CALLE 58 CARRERA 35,URBANA,TECNICO,3.54764,-76.30999,GIRAR BRUSCAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,HERO,CALI,PARTICULAR,NO APLICA,0
589,HERIDOS,2022-03-21,2022,14:30,TARDE,LUNES,CORONADO,CALLE 58 CARRERA 35,URBANA,TECNICO,3.54764,-76.30999,GIRAR BRUSCAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,HONDA,BUGA,PARTICULAR,NO APLICA,0
590,HERIDOS,2022-03-21,2022,14:30,TARDE,LUNES,CORONADO,CALLE 58 CARRERA 35,URBANA,TECNICO,3.54764,-76.30999,GIRAR BRUSCAMENTE,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,IPS POSITIVA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
591,HERIDOS,2022-03-21,2022,20:30,NOCHE,LUNES,CENTRO POBLADO ROZO,CALLE 10 N 11-55,RURAL,TECNICO,3.61497,-76.38754,POR ESTABLECER,MOTOCICLISTA,CHOQUE VALLA,MASCULINO,LESIONADO,RAUL,MOTO,HONDA,BUGA,PARTICULAR,NO APLICA,0
592,HERIDOS,2022-03-21,2022,23:20,NOCHE,LUNES,ZAMORANO,CALLE 69B CARRERA 28A,URBANA,TECNICO,3.5566,-76.29231,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
593,HERIDOS,2022-03-21,2022,23:20,NOCHE,LUNES,ZAMORANO,CALLE 69B CARRERA 28A,URBANA,TECNICO,3.5566,-76.29231,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,MOTO,KYMCO,FUNZA,PARTICULAR,NO APLICA,0
594,HERIDOS,2022-03-21,2022,23:20,NOCHE,LUNES,ZAMORANO,CALLE 69B CARRERA 28A,URBANA,TECNICO,3.5566,-76.29231,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
595,HERIDOS,2022-03-21,2022,23:50,NOCHE,LUNES,VERSALLES,CARRERA 27 CALLE 42-43,URBANA,TECNICO,3.53826,-76.29611,PERDIDA DEL CONTROL DEL VEHICULO,CONDUCTOR,CHOQUE,MASCULINO,LESIONADO,PALMA,CAMPERO,MITSUBISHI,CALI,PARTICULAR,NO APLICA,0
596,HERIDOS,2022-03-22,2022,06:05,MAÑANA,MARTES,LAS FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,3.52093,-76.27793,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,SUZUKI,PEREIRA,PARTICULAR,NO APLICA,0
597,DAÑOS,2022-03-22,2022,14:50,TARDE,MARTES,PRIMERO DE MAYO,CALLE 41 CARRERA 12,URBANA,TECNICO,3.53634,-76.28493,PONER EN MARCHA VEHICULO SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,0
598,DAÑOS,2022-03-22,2022,14:50,TARDE,MARTES,PRIMERO DE MAYO,CALLE 41 CARRERA 12,URBANA,TECNICO,3.53634,-76.28493,PONER EN MARCHA VEHICULO SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,FORD,PALMIRA,PARTICULAR,NO APLICA,0
599,HERIDOS,2022-03-22,2022,22:00,NOCHE,MARTES,PRADO,CALLE 35 CARRERA 43,URBANA,TECNICO,3.53272,-76.31412,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA,0
600,HERIDOS,2022-03-22,2022,22:00,NOCHE,MARTES,PRADO,CALLE 35 CARRERA 43,URBANA,TECNICO,3.53272,-76.31412,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,CALI,PUBLICO,TOUR DEL VALLE LTDA,0
601,HERIDOS,2022-03-23,2022,11:00,MAÑANA,MIERCOLES,VIA PALMIRA LA ZAPATA,KM 11 + 400 MTS,RURAL,TECNICO,3.54824,-76.19262,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMPERO,HONDA,ARMENIA,PARTICULAR,NO APLICA,0
602,HERIDOS,2022-03-23,2022,11:00,MAÑANA,MIERCOLES,VIA PALMIRA LA ZAPATA,KM 11 + 400 MTS,RURAL,TECNICO,3.54824,-76.19262,NO ESTAR PENDIENTE DE LA VIA,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,YAMAHA,CIRCASIA,PARTICULAR,NO APLICA,0
603,HERIDOS,2022-03-23,2022,11:00,MAÑANA,MIERCOLES,VIA PALMIRA LA ZAPATA,KM 11 + 400 MTS,RURAL,TECNICO,3.54824,-76.19262,NO ESTAR PENDIENTE DE LA VIA,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
604,HERIDOS,2022-03-23,2022,17:00,TARDE,MIERCOLES,SAN CAYETANO,CARRERA 25 CALLE 39,URBANA,TECNICO,3.53521,-76.29493,NO MANTENER DISTANCIA SEGURIDAD,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,KYMCO,PALMIRA,PARTICULAR,NO APLICA,0
605,HERIDOS,2022-03-23,2022,17:00,TARDE,MIERCOLES,SAN CAYETANO,CARRERA 25 CALLE 39,URBANA,TECNICO,3.53521,-76.29493,NO MANTENER DISTANCIA SEGURIDAD,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,RAUL,MOTO,JIALING,GUACARI,PARTICULAR,NO APLICA,0
606,DAÑOS,2022-03-23,2022,16:30,TARDE,MIERCOLES,CENTRO,CALLE 32 CARRERA 25,URBANA,TECNICO,3.52847,-76.29614,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,0
607,DAÑOS,2022-03-23,2022,16:30,TARDE,MIERCOLES,CENTRO,CALLE 32 CARRERA 25,URBANA,TECNICO,3.52847,-76.29614,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,SUZUKI,CALI,PARTICULAR,NO APLICA,0
608,DAÑOS,2022-03-25,2022,10:00,MAÑANA,VIERNES,CHAPINERO,CARRERA 32 CALLE 16,URBANA,TECNICO,3.51517,-76.30537,NO RESPETAR PRELACION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,PRADERA,PARTICULAR,NO APLICA,0
609,DAÑOS,2022-03-25,2022,10:00,MAÑANA,VIERNES,CHAPINERO,CARRERA 32 CALLE 16,URBANA,TECNICO,3.51517,-76.30537,NO RESPETAR PRELACION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMION,CHEVROLET,GUACARI,PUBLICO,NO APLICA,0
610,HERIDOS,2022-03-25,2022,14:30,TARDE,VIERNES,PRADO,CALLE 40 CARRERA 40-37,URBANA,TECNICO,3.53642,-76.31062,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
611,HERIDOS,2022-03-25,2022,14:30,TARDE,VIERNES,PRADO,CALLE 40 CARRERA 40-37,URBANA,TECNICO,3.53642,-76.31062,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
612,HERIDOS,2022-03-25,2022,14:30,TARDE,VIERNES,PRADO,CALLE 40 CARRERA 40-37,URBANA,TECNICO,3.53642,-76.31062,NO ESTAR PENDIENTE DE LA VIA,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
613,HERIDOS,2022-03-25,2022,14:30,TARDE,VIERNES,PRADO,CALLE 40 CARRERA 40-37,URBANA,TECNICO,3.53642,-76.31062,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,0
614,HERIDOS,2022-03-25,2022,19:30,NOCHE,VIERNES,BARRIO NUEVO,CALLE 20 CARRERA 31,URBANA,TECNICO,3.51893,-76.30312,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,VICTORY,ROLDANILLO,PARTICULAR,NO APLICA,0
615,HERIDOS,2022-03-25,2022,19:30,NOCHE,VIERNES,BARRIO NUEVO,CALLE 20 CARRERA 31,URBANA,TECNICO,3.51893,-76.30312,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,CALI,PARTICULAR,NO APLICA,0
616,DAÑOS,2022-03-25,2022,18:00,NOCHE,VIERNES,SESQUI,CARRERA 32 CALLE 10,URBANA,TECNICO,3.50939,-76.30795,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,0
617,DAÑOS,2022-03-25,2022,18:00,NOCHE,VIERNES,SESQUI,CARRERA 32 CALLE 10,URBANA,TECNICO,3.50939,-76.30795,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,BOGOTA,PARTICULAR,NO APLICA,0
618,HERIDOS,2022-03-26,2022,06:00,MAÑANA,SABADO,GUAYACANES INGENIO,CARRERA 17 CALLE 27,URBANA,TECNICO,3.52333,-76.28992,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,TVS,PRADERA,PARTICULAR,NO APLICA,0
619,HERIDOS,2022-03-26,2022,06:00,MAÑANA,SABADO,GUAYACANES INGENIO,CARRERA 17 CALLE 27,URBANA,TECNICO,3.52333,-76.28992,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,BOGOTA,PARTICULAR,NO APLICA,0
620,HERIDOS,2022-03-26,2022,09:10,MAÑANA,SABADO,OBRERO,CALLE 34 CARRERA26,URBANA,TECNICO,3.53088,-76.29663,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA,0
621,HERIDOS,2022-03-26,2022,09:10,MAÑANA,SABADO,OBRERO,CALLE 34 CARRERA26,URBANA,TECNICO,3.53088,-76.29663,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA,0
622,HERIDOS,2022-03-26,2022,09:10,MAÑANA,SABADO,OBRERO,CALLE 34 CARRERA26,URBANA,TECNICO,3.53088,-76.29663,ARRANCAR SIN PRECAUCION,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
623,DAÑOS,2022-03-26,2022,08:50,MAÑANA,SABADO,ESTONIA,CALLE 47 CARRERA 32 -01,URBANA,TECNICO,3.54233,-76.30075,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,MOTO,TVS,PALMIRA,PARTICULAR,NO APLICA,0
624,DAÑOS,2022-03-26,2022,08:50,MAÑANA,SABADO,ESTONIA,CALLE 47 CARRERA 32 -01,URBANA,TECNICO,3.54233,-76.30075,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
625,DAÑOS,2022-03-27,2022,07:10,MAÑANA,DOMINGO,ZAMORANO,DIAGONAL 63 CARRERA 33 -10,URBANA,TECNICO,3.55756,-76.30087,TRANSITAR EN CONTRA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA,0
626,DAÑOS,2022-03-27,2022,07:10,MAÑANA,DOMINGO,ZAMORANO,DIAGONAL 63 CARRERA 33 -10,URBANA,TECNICO,3.55756,-76.30087,TRANSITAR EN CONTRA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,0
627,DAÑOS,2022-03-27,2022,00:40,MADRUGADA,DOMINGO,COLOMBIA,CALLE 39 CARRERA 33,URBANA,TECNICO,3.5363,-76.30252,TRANSITAR EN CONTRA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,0
628,DAÑOS,2022-03-27,2022,00:40,MADRUGADA,DOMINGO,COLOMBIA,CALLE 39 CARRERA 33,URBANA,TECNICO,3.5363,-76.30252,TRANSITAR EN CONTRA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,COOTRANSPAL,0
629,DAÑOS,2022-03-28,2022,07:00,MAÑANA,LUNES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52592,-76.28335,TRANSITA POR CICLCO RUTA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,TULUA,PARTICULAR,NO APLICA,0
