,GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIO-CORREGIMIENTO-VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION_VICTIMA,TIPO_ACCIDENTE,GENERO,LESIONADO,CLINICA,CLASE_VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA,HOMICIDIOS
80,HERIDOS,2022-01-17,2022,07:00,MAÑANA,LUNES,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52506,-76.30353,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,BOGOTA,PARTICULAR,NO APLICA,0
81,HERIDOS,2022-01-17,2022,07:00,MAÑANA,LUNES,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52506,-76.30353,DESOBEDESER SEÑAL,ACOMPAÑANTE CONDUCTOR,CHOQUE,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
82,HERIDOS,2022-01-17,2022,14:10,TARDE,LUNES,ITALIA,TRASVERSAL 8 DIAGONAL 28,URBANA,TECNICO,3.50816,-76.30036,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,HERO,LA UNION,PARTICULAR,NO APLICA,0
83,HERIDOS,2022-01-17,2022,14:10,TARDE,LUNES,ITALIA,TRASVERSAL 8 DIAGONAL 28,URBANA,TECNICO,3.50814,-76.30034,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
84,HERIDOS,2022-01-17,2022,14:50,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 18,URBANA,TECNICO,3.50814,-76.30034,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,JIALING,GUACARI,PARTICULAR,NO APLICA,0
85,HERIDOS,2022-01-17,2022,14:50,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 18,URBANA,TECNICO,3.52685,-76.29039,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
86,HERIDOS,2022-01-17,2022,14:50,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 18,URBANA,TECNICO,3.52685,-76.29039,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
87,HERIDOS,2022-01-17,2022,15:00,TARDE,LUNES,VERSALLES,CALLE 44 CARRERA 27,URBANA,TECNICO,3.53907,-76.29598,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,FLOTA PALMIRA,0
88,HERIDOS,2022-01-17,2022,15:00,TARDE,LUNES,VERSALLES,CALLE 44 CARRERA 27,URBANA,TECNICO,3.53907,-76.29598,GIRAR REPENTINAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,0
89,DAÑOS,2022-01-17,2022,NOCHE,TARDE,LUNES,PRADO,CALLE 42 CARRERA 40,URBANA,TECNICO,3.53893,-76.31066,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,TRACTO CAMION,CHEVROLET,CUNDINAMARCA,PUBLICO,NO APLICA,0
90,DAÑOS,2022-01-17,2022,NOCHE,TARDE,LUNES,PRADO,CALLE 42 CARRERA 40,URBANA,TECNICO,3.53893,-76.31066,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,0
91,HERIDOS,2022-01-18,2022,14:00,TARDE,MARTES,URIBE,CALLE 32 CARRERA 23,URBANA,TECNICO,3.52829,-76.29448,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,CALI,PARTICULAR,NO APLICA,0
92,HERIDOS,2022-01-18,2022,14:00,TARDE,MARTES,URIBE,CALLE 32 CARRERA 23,URBANA,TECNICO,3.52829,-76.29448,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
93,HERIDOS,2022-01-18,2022,14:15,TARDE,MARTES,LOS PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,3.53728,-76.29239,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,0
94,HERIDOS,2022-01-18,2022,14:15,TARDE,MARTES,LOS PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,3.53728,-76.29239,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,0
95,HERIDOS,2022-01-18,2022,14:15,TARDE,MARTES,LOS PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,3.53728,-76.29239,NO MANTENER DISTANCIA SEGURIDAD,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,FRACTURAS,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,0
96,HERIDOS,2022-01-18,2022,16:00,TARDE,MARTES,MERCEDES,CALLE 57 CARRERA 25,URBANA,TECNICO,3.54745,-76.31003,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,TVS,PALMIRA,PARTICULAR,NO APLICA,0
97,HERIDOS,2022-01-18,2022,16:00,TARDE,MARTES,MERCEDES,CALLE 57 CARRERA 25,URBANA,TECNICO,3.54745,-76.31003,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA,0
98,HERIDOS,2022-01-18,2022,18:30,NOCHE,MARTES,COLOMBIA,CARRERA 33 CALLE 35,URBANA,TECNICO,3.53264,-76.30288,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,GUACARI,PARTICULAR,NO APLICA,0
99,HERIDOS,2022-01-18,2022,18:30,NOCHE,MARTES,COLOMBIA,CARRERA 33 CALLE 35,URBANA,TECNICO,3.53264,-76.30288,GIRAR REPENTINAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA,0
100,DAÑOS,2022-01-18,2022,22:20,NOCHE,MARTES,PRADO,CALLE 42 CARRERA 41-69,URBANA,TECNICO,3.53882,-76.31134,PERDIDA DEL CONTROL DEL VEHICULO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,0
101,DAÑOS,2022-01-19,2022,07:20,MAÑANA,MIERCOLES,INDUSTRIAL,CALLE 42 CARRERA 35 SUR,URBANA,TECNICO,3.53873,-76.30614,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,BOGOTA,PARTICULAR,NO APLICA,0
102,DAÑOS,2022-01-19,2022,07:20,MAÑANA,MIERCOLES,INDUSTRIAL,CALLE 42 CARRERA 35 SUR,URBANA,TECNICO,3.53873,-76.30614,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PASTO,PUBLICO,NO APLICA,0
103,DAÑOS,2022-01-19,2022,12:00,TARDE,MIERCOLES,CENTRO,CARRERA 26 CALLE 32-10,URBANA,TECNICO,3.52852,-76.29691,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,0
104,DAÑOS,2022-01-19,2022,12:00,TARDE,MIERCOLES,CENTRO,CARRERA 26 CALLE 32-10,URBANA,TECNICO,3.52852,-76.29691,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA,0
105,DAÑOS,2022-01-19,2022,12:15,TARDE,MIERCOLES,COLOMBIA,CALLE 29 CARRERA 20-18,URBANA,TECNICO,3.52521,-76.29279,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,BUS,HINO,PRADERA,PUBLICO,COODETRANS PALMIRA,0
106,DAÑOS,2022-01-19,2022,12:15,TARDE,MIERCOLES,COLOMBIA,CALLE 29 CARRERA 20-18,URBANA,TECNICO,3.52521,-76.29279,NO MANTENER DISTANCIA SEGURIDAD,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,FLOTA PALMIRA,0
107,DAÑOS,2022-01-19,2022,14:40,TARDE,MIERCOLES,ZAMORANO,DIAGONAL 65 CARRERA 28,URBANA,TECNICO,3.55226,-76.29357,PONER EN MARCHA VEHICULO SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMION,MERCEDES BENZ,PUERTO TEJADA,PARTICULAR,NO APLICA,0
108,DAÑOS,2022-01-19,2022,14:40,TARDE,MIERCOLES,ZAMORANO,DIAGONAL 65 CARRERA 28,URBANA,TECNICO,3.55226,-76.29357,PONER EN MARCHA VEHICULO SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,QUINDIO CIRCASIA,PARTICULAR,NO APLICA,0
109,HERIDOS,2022-01-19,2022,15:50,TARDE,MIERCOLES,RIVERA ESCOBAR,CALLE 31 CARRERA 35-33,URBANA,TECNICO,3.52904,-76.30599,ADELANTAR ENTRE VEHICULOS,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMPERO,FORD,CALI,PARTICULAR,NO APLICA,0
110,HERIDOS,2022-01-19,2022,15:50,TARDE,MIERCOLES,RIVERA ESCOBAR,CALLE 31 CARRERA 35-33,URBANA,TECNICO,3.52904,-76.30599,ADELANTAR ENTRE VEHICULOS,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,JIALING,PALMIRA,PARTICULAR,NO APLICA,0
111,HERIDOS,2022-01-19,2022,15:50,TARDE,MIERCOLES,RIVERA ESCOBAR,CALLE 31 CARRERA 35-33,URBANA,TECNICO,3.52904,-76.30599,ADELANTAR ENTRE VEHICULOS,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
112,HERIDOS,2022-01-19,2022,15:30,TARDE,MIERCOLES,URIBE,CALLE 35 CARRERA 21,URBANA,TECNICO,3.5312,-76.29244,ARRANCAR SIN PRECAUCION,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,VICTORY,ARMENIA,PARTICULAR,NO APLICA,0
113,HERIDOS,2022-01-19,2022,15:30,TARDE,MIERCOLES,URIBE,CALLE 35 CARRERA 21,URBANA,TECNICO,3.5312,-76.29244,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
114,HERIDOS,2022-01-19,2022,15:30,TARDE,MIERCOLES,URIBE,CALLE 35 CARRERA 21,URBANA,TECNICO,3.5312,-76.29244,ARRANCAR SIN PRECAUCION,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
115,HERIDOS,2022-01-19,2022,17:00,TARDE,MIERCOLES,ZAMORANO,CARRERA 28 CALLE 69-67,URBANA,TECNICO,3.55574,-76.29185,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,SUZUKI,GIRON,PARTICULAR,NO APLICA,0
116,HERIDOS,2022-01-19,2022,17:00,TARDE,MIERCOLES,ZAMORANO,CARRERA 28 CALLE 69-67,URBANA,TECNICO,3.55574,-76.29185,GIRAR REPENTINAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,0
117,MUERTO,2022-01-20,2022,11:30,MAÑANA,JUEVES,SAN PEDRO,CALLE 37 CARRERA 15,URBANA,TECNICO,3.53313,-76.2874,ADELANTAR POR LA DERECHA,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,RAUL,MOTO,HONDA,BUGA,PARTICULAR,NO APLICA,0
118,MUERTO,2022-01-20,2022,11:30,MAÑANA,JUEVES,SAN PEDRO,CALLE 37 CARRERA 15,URBANA,TECNICO,3.53313,-76.2874,ADELANTAR POR LA DERECHA,MOTOCICLISTA,CHOQUE,MASCULINO,MUERTO,NO APLICA,MOTO,KYMCO,ENVIGADO,PARTICULAR,NO APLICA,1
119,HERIDOS,2022-01-20,2022,18:30,NOCHE,JUEVES,DELICIAS,CARRERA 24 CALLE 26-08,URBANA,TECNICO,3.52299,-76.29592,CRUZAR SIN OBSERVAR,NO APLICA,ATROPELLO,MASCULINO,NO APLICA,NO APLICA,CAMION,CHEVROLET,SABANETA,PARTICULAR,NO APLICA,0
120,HERIDOS,2022-01-20,2022,18:30,NOCHE,JUEVES,DELICIAS,CARRERA 24 CALLE 26-08,URBANA,TECNICO,3.52299,-76.29592,CRUZAR SIN OBSERVAR,PEATON,ATROPELLO,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
121,DAÑOS,2022-01-20,2022,17:10,TARDE,JUEVES,LORETO,CALLE 37 CARRERA 35,URBANA,TECNICO,3.53489,-76.30586,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,0
122,DAÑOS,2022-01-20,2022,17:10,TARDE,JUEVES,LORETO,CALLE 37 CARRERA 35,URBANA,TECNICO,3.53489,-76.30586,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTOCARRO,SIGMA,PRADERA,PARTICULAR,NO APLICA,0
123,HERIDOS,2022-01-21,2022,07:30,MAÑANA,VIERNES,CONCORDIA,CARRERA 45 CALLE 39A,URBANA,TECNICO,3.53638,-76.31504,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,MOTO,TVS,FLORIDA,PARTICULAR,NO APLICA,0
124,HERIDOS,2022-01-21,2022,07:30,MAÑANA,VIERNES,CONCORDIA,CARRERA 45 CALLE 39A,URBANA,TECNICO,3.53638,-76.31504,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,0
125,HERIDOS,2022-01-21,2022,07:30,MAÑANA,VIERNES,CONCORDIA,CARRERA 45 CALLE 39A,URBANA,TECNICO,3.53638,-76.31504,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
126,DAÑOS,2022-01-21,2022,15:00,TARDE,VIERNES,PRADO,CARRERA 40 CALLE 37,URBANA,TECNICO,3.53417,-76.31022,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,0
127,DAÑOS,2022-01-21,2022,15:00,TARDE,VIERNES,PRADO,CARRERA 40 CALLE 37,URBANA,TECNICO,3.53417,-76.31022,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,JIALING,GUACARI,PARTICULAR,NO APLICA,0
128,DAÑOS,2022-01-21,2022,23:30,NOCHE,VIERNES,CIUDAD DEL CAMPO,CALLE 101 CARRERA 32,URBANA,TECNICO,3.4572,-76.46466,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,0
129,DAÑOS,2022-01-21,2022,23:30,NOCHE,VIERNES,CIUDAD DEL CAMPO,CALLE 101 CARRERA 32,URBANA,TECNICO,3.4572,-76.46466,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,CALI,PARTICULAR,NO APLICA,0
130,HERIDOS,2022-01-22,2022,15:30,TARDE,SABADO,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52507,-76.30352,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,0
131,HERIDOS,2022-01-22,2022,15:30,TARDE,SABADO,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52507,-76.30352,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,CALI,PARTICULAR,NO APLICA,0
132,HERIDOS,2022-01-22,2022,15:30,TARDE,SABADO,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52507,-76.30352,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
133,HERIDOS,2022-01-22,2022,15:30,TARDE,SABADO,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52507,-76.30352,DESOBEDESER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
134,DAÑOS,2022-01-23,2022,00:40,MADRUGADA,DOMINGO,SANTA ISABEL,CARRERA 30 CALLE 43,URBANA,TECNICO,3.53886,-76.29867,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,COOTRANSPAL,0
135,DAÑOS,2022-01-23,2022,00:40,MADRUGADA,DOMINGO,SANTA ISABEL,CARRERA 30 CALLE 43,URBANA,TECNICO,3.53886,-76.29867,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,0
136,DAÑOS,2022-01-23,2022,03:00,MADRUGADA,DOMINGO,ZAMORANO,CARRERA 28 CALLE 69-79,URBANA,TECNICO,3.55641,-76.2916,PERDIDA DEL CONTROL DEL VEHICULO,NO APLICA,VOLCAMIENTO,FEMENINA,NO APLICA,NO APLICA,CAMPERO,TOYOTA,CALI,PARTICULAR,NO APLICA,0
137,DAÑOS,2022-01-23,2022,04:50,MADRUGADA,DOMINGO,OLIMPICO,CALLE 27 CARRERA 34-09,URBANA,TECNICO,3.52532,-76.30536,REALIZAR GIRO A LA IZQUIERDA SIN PRECAUCION,NO APLICA,CHOQUE INMUEBLE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,0
138,HERIDOS,2022-01-23,2022,11:14,MAÑANA,DOMINGO,AMERICAS,CARRERA 24 CALLE 20,URBANA,TECNICO,3.51828,-76.29589,GIRAR REPENTINAMENTE,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA,0
139,HERIDOS,2022-01-23,2022,11:14,MAÑANA,DOMINGO,AMERICAS,CARRERA 24 CALLE 20,URBANA,TECNICO,3.51828,-76.29589,GIRAR REPENTINAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
140,HERIDOS,2022-01-23,2022,21:40,NOCHE,DOMINGO,JARDIN,CARRERA 1 CALLE 33,URBANA,TECNICO,3.5285,-76.27733,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,RAUL,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,0
141,HERIDOS,2022-01-23,2022,21:40,NOCHE,DOMINGO,JARDIN,CARRERA 1 CALLE 33,URBANA,TECNICO,3.5285,-76.27733,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,RAUL,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,0
142,HERIDOS,2022-01-23,2022,21:40,NOCHE,DOMINGO,JARDIN,CARRERA 1 CALLE 33,URBANA,TECNICO,3.5285,-76.27733,NO RESPETAR PRELACION,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,0
143,HERIDOS,2022-01-24,2022,12:14,TARDE,LUNES,RECREO,CARRERA 26 CALLE 22,URBANA,TECNICO,3.52005,-76.29834,CRUZAR SIN OBSERVAR,MOTOCICLISTA,ATROPELLO,MASCULINO,LESIONADO,PALMA,MOTO,HONDA,YUMBO,PARTICULAR,NO APLICA,0
144,HERIDOS,2022-01-24,2022,12:14,TARDE,LUNES,RECREO,CARRERA 26 CALLE 22,URBANA,TECNICO,3.52005,-76.29834,CRUZAR SIN OBSERVAR,PEATON,ATROPELLO,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,0
145,DAÑOS,2022-01-24,2022,13:07,TARDE,LUNES,RECREO,CALLE 22 CARRERA 26,URBANA,TECNICO,3.52005,-76.29834,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,FLOTA PALMIRA,0
146,DAÑOS,2022-01-24,2022,13:07,TARDE,LUNES,RECREO,CALLE 22 CARRERA 26,URBANA,TECNICO,3.52005,-76.29834,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,SUZUKI,PRADERA,PARTICULAR,NO APLICA,0
147,HERIDOS,2022-01-24,2022,13:10,TARDE,LUNES,CHAPINERO,CARRERA 30 CALLE 13,URBANA,TECNICO,3.5128,-76.30266,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,SUZUKI,CALI,PARTICULAR,NO APLICA,0
148,HERIDOS,2022-01-24,2022,13:10,TARDE,LUNES,CHAPINERO,CARRERA 30 CALLE 13,URBANA,TECNICO,3.5128,-76.30266,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA,0
149,HERIDOS,2022-01-24,2022,11:20,MAÑANA,LUNES,AMERICAS,CALLE 18 CARRERA 24,URBANA,TECNICO,3.51684,-76.29586,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,FEMENINA,LESIONADO,FRACTURAS,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,0
150,HERIDOS,2022-01-24,2022,11:20,MAÑANA,LUNES,AMERICAS,CALLE 18 CARRERA 24,URBANA,TECNICO,3.51684,-76.29586,SEMAFORO EN ROJO,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,0
151,DAÑOS,2022-01-24,2022,18:00,NOCHE,LUNES,MERCEDES,CALLE 55 CARRERA 26,URBANA,TECNICO,3.54695,-76.29117,FRENAR BRUSCAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,VICTORY,CALI,PARTICULAR,NO APLICA,0
152,DAÑOS,2022-01-24,2022,18:00,NOCHE,LUNES,MERCEDES,CALLE 55 CARRERA 26,URBANA,TECNICO,3.54695,-76.29117,FRENAR BRUSCAMENTE,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,VOLVO,GUACARI,PARTICULAR,NO APLICA,0
153,DAÑOS,2022-01-26,2022,08:20,MAÑANA,MIERCOLES,CENTRO,CALLE 31 CARRERA 24,URBANA,TECNICO,3.52755,-76.29544,SEMAFOROS CON DAÑOS,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,0
154,DAÑOS,2022-01-26,2022,08:20,MAÑANA,MIERCOLES,CENTRO,CALLE 31 CARRERA 24,URBANA,TECNICO,3.52755,-76.29544,SEMAFOROS CON DAÑOS,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,0
155,HERIDOS,2022-01-26,2022,13:10,TARDE,MIERCOLES,COLOMBIA,CARRERA 33 CALLE 35,URBANA,TECNICO,3.53265,-76.30289,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,0
156,HERIDOS,2022-01-26,2022,13:10,TARDE,MIERCOLES,COLOMBIA,CARRERA 33 CALLE 35,URBANA,TECNICO,3.53265,-76.30289,DESOBEDESER SEÑAL,MOTOCICLISTA,CHOQUE,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,GINEBRA,PARTICULAR,NO APLICA,0
157,DAÑOS,2022-01-25,2022,16:00,TARDE,MARTES,ESTONIA,CALLE 42 CARRERA 32B,URBANA,TECNICO,3.53845,-76.30179,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,FLORIDA,PARTICULAR,NO APLICA,0
158,DAÑOS,2022-01-25,2022,16:00,TARDE,MARTES,ESTONIA,CALLE 42 CARRERA 32B,URBANA,TECNICO,3.53845,-76.30179,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,BUS,HINO,CALI,PUBLICO,NO APLICA,0
159,HERIDOS,2022-01-25,2022,17:50,TARDE,MARTES,TREBOL,CALLE 26 CARRERA 21,URBANA,TECNICO,3.52255,-76.29344,DESOBEDESER SEÑAL,NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,0
